"","name","ID","TIPO1","TIPO2","LABEL_COR","V1_LABEL_TIPO","V2_LABEL_ID","V3_LABEL_ID2","V4_LABEL_ID3","V5_LABEL_LABEL","V5_LABEL_NOME","V5_LABEL_TIPO","V5_LABEL_TIPO_NOME","V6_COMUNICACAO_Dispõe.de.meios.de.comunicação","V7_COMUNICACAO_Telefeno.Fixo","V8_COMUNICACAO_Celular.Chamada.de.Voz","V9_COMUNICACAO_Celular.Mensagem.de.Texto","V10_COMUNICACAO_E.mail","V11_COMUNICACAO_Skype.Menssager","V12_COMUNICACAO_Converso.Pessalmente","V13_COMUNICACAO_Comunicação.Institucional..Ofício..Memorando.","V14_COMUNICACAO_Outro","V15_COMUNICACAO_FACEBOOK.REDES.SOCAIS","V16_TEMPO_FUNC_Data_Abertura","V17_TEMPO_FUNC_Data_Pesquisa","V18_TEMPO_FUNC_Idade_Serviço_Dias","V19_TEMPO_FUNC_Idade_em_anos","V20_FUNCIONAMENTO_Segunda","V21_FUNCIONAMENTO_Terça","V22_FUNCIONAMENTO_Quarta","V23_FUNCIONAMENTO_Quinta","V24_FUNCIONAMENTO_Sexta","V25_FUNCIONAMENTO_Sábado","V26_FUNCIONAMENTO_Domingo","V27_FUNCIONAMENTO_Feriados","V28_FUNCIONAMENTO_Segunda....Manhã","V29_FUNCIONAMENTO_Segunda....Tarde","V30_FUNCIONAMENTO_Segunda....Noite","V31_FUNCIONAMENTO_Segunda....Plantão.24h","V32_FUNCIONAMENTO_Terça....Manhã","V33_FUNCIONAMENTO_Terça....Tarde","V34_FUNCIONAMENTO_Terça....Noite","V35_FUNCIONAMENTO_Terça....Plantão.24h","V36_FUNCIONAMENTO_Quarta....Manhã","V37_FUNCIONAMENTO_Quarta....Tarde","V38_FUNCIONAMENTO_Quarta....Noite","V39_FUNCIONAMENTO_Quarta....Plantão.24h","V40_FUNCIONAMENTO_Quinta....Manhã","V41_FUNCIONAMENTO_Quinta....Tarde","V42_FUNCIONAMENTO_Quinta....Noite","V43_FUNCIONAMENTO_Quinta....Plantão.24h","V44_FUNCIONAMENTO_Sexta....Manhã","V45_FUNCIONAMENTO_Sexta....Tarde","V46_FUNCIONAMENTO_Sexta....Noite","V47_FUNCIONAMENTO_Sexta....Plantão.24h","V48_FUNCIONAMENTO_Sábado....Manhã","V49_FUNCIONAMENTO_Sábado....Tarde","V50_FUNCIONAMENTO_Sábado....Noite","V51_FUNCIONAMENTO_Sábado....Plantão.24h","V52_FUNCIONAMENTO_Domingo....Manhã","V53_FUNCIONAMENTO_Domingo....Tarde","V54_FUNCIONAMENTO_Domingo....Noite","V55_FUNCIONAMENTO_Domingo....Plantão.24h","V56_FUNCIONAMENTO_Feriado....Manhã","V57_FUNCIONAMENTO_Feriado....Tarde","V58_FUNCIONAMENTO_Feriado....Noite","V59_FUNCIONAMENTO_Feriado....Plantão.24h","V60_PROFISSIONAIS_Agentes.Comunitários.de.Saúde","V61_PROFISSIONAIS_Assistentes.Sociais","V62_PROFISSIONAIS_Auxiliares.de.Enfermagem","V63_PROFISSIONAIS_Enfermeiros","V64_PROFISSIONAIS_Auxiliares.de.Consultório.Bucal","V65_PROFISSIONAIS_Médicos","V66_PROFISSIONAIS_Psicólogos","V67_PROFISSIONAIS_Fisioterapeutas","V68_PROFISSIONAIS_Terapeutas.Ocupacionais","V69_PROFISSIONAIS_Dentistas","V70_PROFISSIONAIS_Farmacêuticos","V71_PROFISSIONAIS_Administradores","V72_PROFISSIONAIS_Agentes.de.segurança..guardas..rondas.vigilantes.","V73_PROFISSIONAIS_Educadores.Físicos","V74_PROFISSIONAIS_Assistentes.de.Recursos.Comunitários","V75_PROFISSIONAIS_Auxiliares.de.almoxarifado","V76_PROFISSIONAIS_Educadores.Sociais","V77_PROFISSIONAIS_Pedagogos","V78_PROFISSIONAIS_Auxiliares.administrativos","V79_PROFISSIONAIS_Recepcionistas","V80_PROFISSIONAIS_Serviços.gerais","V81_PROFISSIONAIS_Cozinheiros","V82_PROFISSIONAIS_Motoristas","V83_PROFISSIONAIS_Porteiros","V84_PROFISSIONAIS_Outros","V85_PROFISSIONAIS_TOTAL_Profissionais","V86_PROFISSIONAIS_X1...Agentes.Comunitários.de.Saúde","V87_PROFISSIONAIS_X2...Assistentes.Sociais","V88_PROFISSIONAIS_X3...Auxiliares.de.Enfermagem","V89_PROFISSIONAIS_X4...Enfermeiros","V90_PROFISSIONAIS_X5...Auxiliares.de.Consultório.Bucal","V91_PROFISSIONAIS_X6...Médicos","V92_PROFISSIONAIS_X7...Psicólogos","V93_PROFISSIONAIS_X8...Fisioterapeutas","V94_PROFISSIONAIS_X9...Terapeutas.Ocupacionais","V95_PROFISSIONAIS_X10...Dentistas","V96_PROFISSIONAIS_X11...Farmacêuticos","V97_PROFISSIONAIS_X12...Administradores","V98_PROFISSIONAIS_X13...Agentes.de.segurança..guardas..rondas.vigilantes.","V99_PROFISSIONAIS_X14...Educadores.Físicos","V100_PROFISSIONAIS_X15...Assistentes.de.Recursos.Comunitários","V101_PROFISSIONAIS_X16...Auxiliares.de.almoxarifado","V102_PROFISSIONAIS_X17...Educadores.Sociais","V103_PROFISSIONAIS_X18...Pedagogos","V104_PROFISSIONAIS_X19...Auxiliares.administrativos","V105_PROFISSIONAIS_X20...Recepcionistas","V106_PROFISSIONAIS_X21...Serviços.gerais","V107_PROFISSIONAIS_X22...Cozinheiros","V108_PROFISSIONAIS_X23...Motoristas","V109_PROFISSIONAIS_X24...Porteiros","V110_PACIENTES_Média.atende.dia.típico.","V111_PACIENTES_Média.capacidade.de.atender.","V112_PACIENTES_Porcentagem.tem.problemas.com.drogas..","V113_PACIENTES_Porcentagem.tem.outros.problemas.de.saúde.mental..","V114_RELACOES_UAPS.RURAL","V115_RELACOES_UAPS.URBANA","V116_RELACOES_Ajuda.Mútua","V117_RELACOES_Entidades.Assistênciais.e.Dependencia.Química.e.CT","V118_RELACOES_Residência.Terapeutica","V119_RELACOES_Entidades.Socioassistenciais","V120_RELACOES_Assistência.Hospitalar","V121_RELACOES_CAPS","V122_RELACOES_CRAS","V123_RELACOES_CREAS","V124_RELACOES_Acolhimento.Institucional","V125_RELACOES_Urgência.Emergência","V126_RELACOES_Ambulatório.de.Saúde.Mental","V127_RELACOES_Centro.de.Convivência","V128_RELACOES_Consultório.na.Rua","V129_RELACOES_OUTRO.SERVIÇO.NAO.LISTADO","V130_RELACOES_NÚMERO.SERVIÇOS.NÃO.LISTADOS","V131_GEO_kml_latitude","V132_GEO_kml_longitude","color","NumberID","full_no_zero_indegree","full_no_zero_outdegree","full_no_zero_totaldegree","full_no_zero_strength","full_no_zero_indegree_n","full_no_zero_outdegree_n","full_no_zero_totaldegree_n","full_no_zero_centr_degree","full_no_zero_color_degree","full_no_zero_vertex_color_degree","full_no_zero_incloseness","full_no_zero_outcloseness","full_no_zero_totalcloseness","full_no_zero_allcloseness","full_no_zero_incloseness_n","full_no_zero_outcloseness_n","full_no_zero_totalcloseness_n","full_no_zero_allcloseness_n","full_no_zero_centr_closeness","full_no_zero_betweenness","full_no_zero_without_CAPS_betweenness_zscore","full_no_zero_without_CAPS_betweenness_norm","full_no_zero_betweenness_w","full_no_zero_centr_betweenness","full_no_zero_transitivity_local","full_no_zero_transitivity_barrat","full_no_zero_sp_all","full_no_zero_sp_in","full_no_zero_sp_out"
"ASS_HOS_ Hospital de Pronto Socorro – HPS","ASS_HOS_ Hospital de Pronto Socorro – HPS","q163_Assistência.Hospitalar...Hospital.de.Pronto.Socorro...HPS","Governamental","Saúde","Pronto Socorro","Assistência Hospitalar","q163_Assistência.Hospitalar...Hospital.de.Pronto.Socorro...HPS","163","Assistência.Hospitalar...Hospital.de.Pronto.Socorro...HPS","Assistência Hospitalar "," Hospital de Pronto Socorro – HPS","ASS_HOS","ASS_HOS_ Hospital de Pronto Socorro – HPS"," TRUE"," TRUE"," TRUE","FALSE"," TRUE","FALSE"," TRUE"," TRUE","FALSE","FALSE","31809","41974","10165","27.8493151"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE"," TRUE"," TRUE"," TRUE","FALSE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," TRUE"," TRUE","FALSE","FALSE"," TRUE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," 50"," 0"," 1","16"," 4"," 0"," 9"," 2"," 0"," 0"," 0"," 1"," 1","14"," 0"," 0"," 1"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 28"," 36"," 60","100"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE"," 0"," NA"," NA","#6A3D9A","163",69,88,157,157,0.372972972972973,0.475675675675676,0.848648648648649,157,88.664729,"#5E4FA2",0.000111557340473003,0.00145985401459854,0.0022,0.0022271714922049,0.020638,0.270073,0.412027,0.412026726057906,0.27007299270073,8866.472869,11.086145259465,1,8866.472869,88.6647286874978,0.0561816103217377,0.0980728401110567,1.42162162162162,1.59712230215827,1.70108695652174
"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)","AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)","q192_Ambulatório.de.Saúde.Mental...Centro.de.Atenção.à.Saúde.Mental..CASM.","Governamental","Saúde","Ambulatório de Saúde Mental","Ambulatório de Saúde Mental","q192_Ambulatório.de.Saúde.Mental...Centro.de.Atenção.à.Saúde.Mental..CASM.","192","Ambulatório.de.Saúde.Mental...Centro.de.Atenção.à.Saúde.Mental..CASM.","Ambulatório de Saúde Mental "," Centro de Atenção à Saúde Mental (CASM)","AMB_SAM","AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","36526","41974"," 5448","14.9260274"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","  7"," 0"," 0"," 0"," 0"," 0"," 4"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 0"," 1"," 80","100"," 10","100"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE"," TRUE"," TRUE","FALSE"," 0","-21.755854440640402","-43.355256356797199","#68AB9F","192",37,63,100,100,0.2,0.340540540540541,0.540540540540541,100,43.598734,"#FEFBB8",0.000110643947776057,0.00137741046831956,0.002,0.002,0.020469,0.254821,0.37,0.37,0.254820936639118,4359.873381,5.29542394438277,0.491725790561374,4359.873381,43.5987338116265,0.0648484848484848,0.0987878787878788,1.6972972972973,2.1294964028777,1.92391304347826
"CRAS_AS_ CRAS Sudeste Costa Carvalho","CRAS_AS_ CRAS Sudeste Costa Carvalho","q177_CRAS...CRAS.Sudeste.Costa.Carvalho","Governamental","Assistência Social","CRAS","CRAS","q177_CRAS...CRAS.Sudeste.Costa.Carvalho","177","CRAS...CRAS.Sudeste.Costa.Carvalho","CRAS "," CRAS Sudeste Costa Carvalho","CRAS_AS","CRAS_AS_ CRAS Sudeste Costa Carvalho"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","39814","41974"," 2160"," 5.9178082"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," 14"," 0"," 3"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 3"," 1"," 2"," 0"," 0"," 0"," 40"," 60"," 60"," 50"," TRUE"," TRUE"," TRUE"," TRUE","FALSE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE"," TRUE"," TRUE"," 1","-21.7633999235922","-43.3335887951133","#FE9E37","177",17,38,55,55,0.0918918918918919,0.205405405405405,0.297297297297297,55,9.381203,"#D63F4E",0.000110485029278533,0.00135685210312076,0.0019,0.00185185185185185,0.02044,0.251018,0.342593,0.342592592592593,0.251017639077341,938.120275,0.898667876171214,0.105805351108665,938.120275,9.38120275243131,0.187878787878788,0.321548821548822,1.91351351351351,2.22302158273381,1.98369565217391
"CRE_SOC_ CREAS Infância e Juventude","CRE_SOC_ CREAS Infância e Juventude","q185_CREAS...CREAS.Infância.e.Juventude","Governamental","Assistência Social","CREAS","CREAS","q185_CREAS...CREAS.Infância.e.Juventude","185","CREAS...CREAS.Infância.e.Juventude","CREAS "," CREAS Infância e Juventude","CRE_SOC","CRE_SOC_ CREAS Infância e Juventude"," TRUE"," TRUE"," TRUE","FALSE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","39814","41974"," 2160"," 5.9178082"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," 18"," 0"," 4"," 0"," 0"," 0"," 0"," 4"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 1"," 1"," 2"," 0"," 0"," 0"," 44"," 30"," 70"," 10"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," 0","-21.762693771903301","-43.342842781783098","#FF7F00","185",23,20,43,43,0.124324324324324,0.108108108108108,0.232432432432432,43,2.845471,"#AF1446",0.00011063170704724,0.00125786163522013,0.0018,0.00183823529411765,0.020467,0.232704,0.340074,0.340073529411765,0.232704402515723,284.547144,0.0588639684300477,0.0320924845994699,284.547144,2.84547143699554,0.221483942414175,0.347729789590255,1.93513513513514,2.13669064748201,2.29891304347826
"CRE_SOC_ CREAS Norte","CRE_SOC_ CREAS Norte","q187_CREAS...CREAS.Norte","Governamental","Assistência Social","CREAS","CREAS","q187_CREAS...CREAS.Norte","187","CREAS...CREAS.Norte","CREAS "," CREAS Norte","CRE_SOC","CRE_SOC_ CREAS Norte"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","39692","41974"," 2282"," 6.2520548"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","  7"," 0"," 2"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 1"," 0"," 0"," 0"," 10"," 10"," 70","  5"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"," 0","-21.724431756917099","-43.397449690669497","#FF7F00","187",19,25,44,44,0.102702702702703,0.135135135135135,0.237837837837838,44,3.850711,"#B41947",0.000110509448557852,0.00114678899082569,0.0018,0.00180831826401447,0.020444,0.212156,0.334539,0.334538878842676,0.212155963302752,385.07112,0.188031499747181,0.043430022928997,385.07112,3.85071119961651,0.127906976744186,0.168076109936575,1.98378378378378,2.20863309352518,2.71739130434783
"ASS_HOS_ Serviço de Controle e Prevenção e Tratamento do Tabagismo (SECOPTT)","ASS_HOS_ Serviço de Controle e Prevenção e Tratamento do Tabagismo (SECOPTT)","q164_Assistência.Hospitalar...Serviço.de.Controle.e.Prevenção.e.Tratamento.do.Tabagismo..SECOPTT.","Governamental","Saúde","Ambulatório Tabagismo","Assistência Hospitalar","q164_Assistência.Hospitalar...Serviço.de.Controle.e.Prevenção.e.Tratamento.do.Tabagismo..SECOPTT.","164","Assistência.Hospitalar...Serviço.de.Controle.e.Prevenção.e.Tratamento.do.Tabagismo..SECOPTT.","Assistência Hospitalar "," Serviço de Controle e Prevenção e Tratamento do Tabagismo (SECOPTT)","ASS_HOS","ASS_HOS_ Serviço de Controle e Prevenção e Tratamento do Tabagismo (SECOPTT)"," TRUE"," TRUE"," TRUE","FALSE"," TRUE","FALSE"," TRUE"," TRUE","FALSE","FALSE","38412","41974"," 3562"," 9.7589041"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","  4"," 0"," 2"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 30"," 30","100"," 90"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," 2","-21.7598378925227","-43.349337518290902","#B2DF8A","164",13,26,39,39,0.0702702702702703,0.140540540540541,0.210810810810811,39,7.835345,"#CE364D",0.000109745390693591,0.00117096018735363,0.0017,0.00165837479270315,0.020303,0.216628,0.306799,0.306799336650083,0.216627634660422,783.534455,0.700033982640832,0.0883704790593207,783.534455,7.83534455485205,0.0188933873144399,0.0330634278002699,2.25405405405405,2.66187050359712,2.6195652173913
"EA_DQCT_ Centro de Recuperação Resgatando Vidas (Escritório)","EA_DQCT_ Centro de Recuperação Resgatando Vidas (Escritório)","q118_Entidades.Assistênciais.e.Dependencia.Química.e.CT...Centro.de.Recuperação.Resgatando.Vidas..Escritório.","Não Governamental","Terceiro Setor","Clínicas e CT","Entidades Assistênciais e Dependencia Química e CT","q118_Entidades.Assistênciais.e.Dependencia.Química.e.CT...Centro.de.Recuperação.Resgatando.Vidas..Escritório.","118","Entidades.Assistênciais.e.Dependencia.Química.e.CT...Centro.de.Recuperação.Resgatando.Vidas..Escritório.","Entidades Assistênciais e Dependencia Química e CT "," Centro de Recuperação Resgatando Vidas (Escritório)","EA_DQCT","EA_DQCT_ Centro de Recuperação Resgatando Vidas (Escritório)"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","36434","41974"," 5540","15.1780822"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE"," TRUE","FALSE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE"," TRUE","  7"," 0"," 2"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 15"," 25","100"," 15"," TRUE"," TRUE","FALSE"," TRUE","FALSE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," TRUE"," 1","-21.7550940045601","-43.354430766908102","#F06C45","118",17,26,43,43,0.0918918918918919,0.140540540540541,0.232432432432432,43,8.019589,"#CE364D",0.000110180696342001,0.00129533678756477,0.0019,0.00186219739292365,0.020383,0.239637,0.344507,0.344506517690875,0.239637305699482,801.958852,0.723708273801946,0.0904484639888656,801.958852,8.0195885161944,0.168327796234773,0.276301218161683,1.8972972972973,2.40287769784173,2.17391304347826
"EA_DQCT_ Comunidade Terapêutica Geração de Adoradores – CTGA","EA_DQCT_ Comunidade Terapêutica Geração de Adoradores – CTGA","q134_Entidades.Assistênciais.e.Dependencia.Química.e.CT...Comunidade.Terapêutica.Geração.de.Adoradores...CTGA","Não Governamental","Terceiro Setor","Clínicas e CT","Entidades Assistênciais e Dependencia Química e CT","q134_Entidades.Assistênciais.e.Dependencia.Química.e.CT...Comunidade.Terapêutica.Geração.de.Adoradores...CTGA","134","Entidades.Assistênciais.e.Dependencia.Química.e.CT...Comunidade.Terapêutica.Geração.de.Adoradores...CTGA","Entidades Assistênciais e Dependencia Química e CT "," Comunidade Terapêutica Geração de Adoradores – CTGA","EA_DQCT","EA_DQCT_ Comunidade Terapêutica Geração de Adoradores – CTGA"," TRUE","FALSE"," TRUE","FALSE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","39356","41974"," 2618"," 7.1726027"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","  6"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 20"," 30","100","  0"," TRUE"," TRUE"," TRUE"," TRUE","FALSE"," TRUE"," TRUE"," TRUE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"," 0"," NA"," NA","#F06C45","134",3,15,18,18,0.0162162162162162,0.0810810810810811,0.0972972972972973,18,0.904019,"#A20543",0.000108944329447652,0.00127388535031847,0.0017,0.00171821305841924,0.020155,0.235669,0.317869,0.31786941580756,0.235668789808917,90.401916,-0.190601490613892,0.0101959276631944,90.401916,0.90401915677202,0.300653594771242,0.411764705882353,2.14054054054054,3.14388489208633,2.2445652173913
"EA_DQCT_ Centro de Recuperação Resgatando Vidas","EA_DQCT_ Centro de Recuperação Resgatando Vidas","q136_Entidades.Assistênciais.e.Dependencia.Química.e.CT...Centro.de.Recuperação.Resgatando.Vidas","Não Governamental","Terceiro Setor","Clínicas e CT","Entidades Assistênciais e Dependencia Química e CT","q136_Entidades.Assistênciais.e.Dependencia.Química.e.CT...Centro.de.Recuperação.Resgatando.Vidas","136","Entidades.Assistênciais.e.Dependencia.Química.e.CT...Centro.de.Recuperação.Resgatando.Vidas","Entidades Assistênciais e Dependencia Química e CT "," Centro de Recuperação Resgatando Vidas","EA_DQCT","EA_DQCT_ Centro de Recuperação Resgatando Vidas"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","35704","41974"," 6270","17.1780822"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE"," TRUE"," TRUE","FALSE","FALSE"," 13"," 0"," 3"," 1"," 0"," 0"," 1"," 3"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 2"," 1"," 0"," 70"," 70","100","  0"," TRUE","FALSE","FALSE"," TRUE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE"," TRUE"," 1"," NA"," NA","#F06C45","136",8,4,12,12,0.0432432432432432,0.0216216216216216,0.0648648648648649,12,0.781495,"#A20543",0.000109805644010102,0.00120772946859903,0.0017,0.00170357751277683,0.020314,0.22343,0.315162,0.315161839863714,0.223429951690821,78.149534,-0.206345097250526,0.00881404986567269,78.149534,0.781495340431265,0.333333333333333,0.553030303030303,2.16756756756757,2.62589928057554,2.47826086956522
