"","name","ID","TIPO1","TIPO2","LABEL_COR","V1_LABEL_TIPO","V2_LABEL_ID","V3_LABEL_ID2","V4_LABEL_ID3","V5_LABEL_LABEL","V5_LABEL_NOME","V5_LABEL_TIPO","V5_LABEL_TIPO_NOME","V6_COMUNICACAO_Dispõe.de.meios.de.comunicação","V7_COMUNICACAO_Telefeno.Fixo","V8_COMUNICACAO_Celular.Chamada.de.Voz","V9_COMUNICACAO_Celular.Mensagem.de.Texto","V10_COMUNICACAO_E.mail","V11_COMUNICACAO_Skype.Menssager","V12_COMUNICACAO_Converso.Pessalmente","V13_COMUNICACAO_Comunicação.Institucional..Ofício..Memorando.","V14_COMUNICACAO_Outro","V15_COMUNICACAO_FACEBOOK.REDES.SOCAIS","V16_TEMPO_FUNC_Data_Abertura","V17_TEMPO_FUNC_Data_Pesquisa","V18_TEMPO_FUNC_Idade_Serviço_Dias","V19_TEMPO_FUNC_Idade_em_anos","V20_FUNCIONAMENTO_Segunda","V21_FUNCIONAMENTO_Terça","V22_FUNCIONAMENTO_Quarta","V23_FUNCIONAMENTO_Quinta","V24_FUNCIONAMENTO_Sexta","V25_FUNCIONAMENTO_Sábado","V26_FUNCIONAMENTO_Domingo","V27_FUNCIONAMENTO_Feriados","V28_FUNCIONAMENTO_Segunda....Manhã","V29_FUNCIONAMENTO_Segunda....Tarde","V30_FUNCIONAMENTO_Segunda....Noite","V31_FUNCIONAMENTO_Segunda....Plantão.24h","V32_FUNCIONAMENTO_Terça....Manhã","V33_FUNCIONAMENTO_Terça....Tarde","V34_FUNCIONAMENTO_Terça....Noite","V35_FUNCIONAMENTO_Terça....Plantão.24h","V36_FUNCIONAMENTO_Quarta....Manhã","V37_FUNCIONAMENTO_Quarta....Tarde","V38_FUNCIONAMENTO_Quarta....Noite","V39_FUNCIONAMENTO_Quarta....Plantão.24h","V40_FUNCIONAMENTO_Quinta....Manhã","V41_FUNCIONAMENTO_Quinta....Tarde","V42_FUNCIONAMENTO_Quinta....Noite","V43_FUNCIONAMENTO_Quinta....Plantão.24h","V44_FUNCIONAMENTO_Sexta....Manhã","V45_FUNCIONAMENTO_Sexta....Tarde","V46_FUNCIONAMENTO_Sexta....Noite","V47_FUNCIONAMENTO_Sexta....Plantão.24h","V48_FUNCIONAMENTO_Sábado....Manhã","V49_FUNCIONAMENTO_Sábado....Tarde","V50_FUNCIONAMENTO_Sábado....Noite","V51_FUNCIONAMENTO_Sábado....Plantão.24h","V52_FUNCIONAMENTO_Domingo....Manhã","V53_FUNCIONAMENTO_Domingo....Tarde","V54_FUNCIONAMENTO_Domingo....Noite","V55_FUNCIONAMENTO_Domingo....Plantão.24h","V56_FUNCIONAMENTO_Feriado....Manhã","V57_FUNCIONAMENTO_Feriado....Tarde","V58_FUNCIONAMENTO_Feriado....Noite","V59_FUNCIONAMENTO_Feriado....Plantão.24h","V60_PROFISSIONAIS_Agentes.Comunitários.de.Saúde","V61_PROFISSIONAIS_Assistentes.Sociais","V62_PROFISSIONAIS_Auxiliares.de.Enfermagem","V63_PROFISSIONAIS_Enfermeiros","V64_PROFISSIONAIS_Auxiliares.de.Consultório.Bucal","V65_PROFISSIONAIS_Médicos","V66_PROFISSIONAIS_Psicólogos","V67_PROFISSIONAIS_Fisioterapeutas","V68_PROFISSIONAIS_Terapeutas.Ocupacionais","V69_PROFISSIONAIS_Dentistas","V70_PROFISSIONAIS_Farmacêuticos","V71_PROFISSIONAIS_Administradores","V72_PROFISSIONAIS_Agentes.de.segurança..guardas..rondas.vigilantes.","V73_PROFISSIONAIS_Educadores.Físicos","V74_PROFISSIONAIS_Assistentes.de.Recursos.Comunitários","V75_PROFISSIONAIS_Auxiliares.de.almoxarifado","V76_PROFISSIONAIS_Educadores.Sociais","V77_PROFISSIONAIS_Pedagogos","V78_PROFISSIONAIS_Auxiliares.administrativos","V79_PROFISSIONAIS_Recepcionistas","V80_PROFISSIONAIS_Serviços.gerais","V81_PROFISSIONAIS_Cozinheiros","V82_PROFISSIONAIS_Motoristas","V83_PROFISSIONAIS_Porteiros","V84_PROFISSIONAIS_Outros","V85_PROFISSIONAIS_TOTAL_Profissionais","V86_PROFISSIONAIS_X1...Agentes.Comunitários.de.Saúde","V87_PROFISSIONAIS_X2...Assistentes.Sociais","V88_PROFISSIONAIS_X3...Auxiliares.de.Enfermagem","V89_PROFISSIONAIS_X4...Enfermeiros","V90_PROFISSIONAIS_X5...Auxiliares.de.Consultório.Bucal","V91_PROFISSIONAIS_X6...Médicos","V92_PROFISSIONAIS_X7...Psicólogos","V93_PROFISSIONAIS_X8...Fisioterapeutas","V94_PROFISSIONAIS_X9...Terapeutas.Ocupacionais","V95_PROFISSIONAIS_X10...Dentistas","V96_PROFISSIONAIS_X11...Farmacêuticos","V97_PROFISSIONAIS_X12...Administradores","V98_PROFISSIONAIS_X13...Agentes.de.segurança..guardas..rondas.vigilantes.","V99_PROFISSIONAIS_X14...Educadores.Físicos","V100_PROFISSIONAIS_X15...Assistentes.de.Recursos.Comunitários","V101_PROFISSIONAIS_X16...Auxiliares.de.almoxarifado","V102_PROFISSIONAIS_X17...Educadores.Sociais","V103_PROFISSIONAIS_X18...Pedagogos","V104_PROFISSIONAIS_X19...Auxiliares.administrativos","V105_PROFISSIONAIS_X20...Recepcionistas","V106_PROFISSIONAIS_X21...Serviços.gerais","V107_PROFISSIONAIS_X22...Cozinheiros","V108_PROFISSIONAIS_X23...Motoristas","V109_PROFISSIONAIS_X24...Porteiros","V110_PACIENTES_Média.atende.dia.típico.","V111_PACIENTES_Média.capacidade.de.atender.","V112_PACIENTES_Porcentagem.tem.problemas.com.drogas..","V113_PACIENTES_Porcentagem.tem.outros.problemas.de.saúde.mental..","V114_RELACOES_UAPS.RURAL","V115_RELACOES_UAPS.URBANA","V116_RELACOES_Ajuda.Mútua","V117_RELACOES_Entidades.Assistênciais.e.Dependencia.Química.e.CT","V118_RELACOES_Residência.Terapeutica","V119_RELACOES_Entidades.Socioassistenciais","V120_RELACOES_Assistência.Hospitalar","V121_RELACOES_CAPS","V122_RELACOES_CRAS","V123_RELACOES_CREAS","V124_RELACOES_Acolhimento.Institucional","V125_RELACOES_Urgência.Emergência","V126_RELACOES_Ambulatório.de.Saúde.Mental","V127_RELACOES_Centro.de.Convivência","V128_RELACOES_Consultório.na.Rua","V129_RELACOES_OUTRO.SERVIÇO.NAO.LISTADO","V130_RELACOES_NÚMERO.SERVIÇOS.NÃO.LISTADOS","V131_GEO_kml_latitude","V132_GEO_kml_longitude","color","NumberID","x2_indegree","x2_outdegree","x2_totaldegree","x2_strength","x2_indegree_n","x2_outdegree_n","x2_totaldegree_n","x2_centr_degree","x2_color_degree","x2_vertex_color_degree","x2_incloseness","x2_outcloseness","x2_totalcloseness","x2_allcloseness","x2_incloseness_n","x2_outcloseness_n","x2_totalcloseness_n","x2_allcloseness_n","x2_centr_closeness","x2_betweenness","x2_without_CAPS_betweenness_zscore","x2_without_CAPS_betweenness_norm","x2_betweenness_w","x2_centr_betweenness","x2_transitivity_local","x2_transitivity_barrat","x2_sp_all","x2_sp_in","x2_sp_out"
"ASS_HOS_ Hospital de Pronto Socorro – HPS","ASS_HOS_ Hospital de Pronto Socorro – HPS","q163_Assistência.Hospitalar...Hospital.de.Pronto.Socorro...HPS","Governamental","Saúde","Pronto Socorro","Assistência Hospitalar","q163_Assistência.Hospitalar...Hospital.de.Pronto.Socorro...HPS","163","Assistência.Hospitalar...Hospital.de.Pronto.Socorro...HPS","Assistência Hospitalar "," Hospital de Pronto Socorro – HPS","ASS_HOS","ASS_HOS_ Hospital de Pronto Socorro – HPS"," TRUE"," TRUE"," TRUE","FALSE"," TRUE","FALSE"," TRUE"," TRUE","FALSE","FALSE","31809","41974","10165","27.8493151"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE"," TRUE"," TRUE"," TRUE","FALSE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," TRUE"," TRUE","FALSE","FALSE"," TRUE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," 50"," 0"," 1","16"," 4"," 0"," 9"," 2"," 0"," 0"," 0"," 1"," 1","14"," 0"," 0"," 1"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 28"," 36"," 60","100"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE"," 0"," NA"," NA","#6A3D9A","163",69,88,157,157,0.372972972972973,0.475675675675676,0.848648648648649,157,87.156921,"#5E4FA2",0.00010120433154539,0.00145772594752187,0.0022,0.0022271714922049,0.018723,0.269679,0.412027,0.412026726057906,0.269679300291545,8715.692061,11.2265870462968,1,8715.692061,87.1569206113355,0.0556916544177691,0.0974195655724318,1.42162162162162,1.55970149253731,1.70652173913043
"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)","AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)","q192_Ambulatório.de.Saúde.Mental...Centro.de.Atenção.à.Saúde.Mental..CASM.","Governamental","Saúde","Ambulatório de Saúde Mental","Ambulatório de Saúde Mental","q192_Ambulatório.de.Saúde.Mental...Centro.de.Atenção.à.Saúde.Mental..CASM.","192","Ambulatório.de.Saúde.Mental...Centro.de.Atenção.à.Saúde.Mental..CASM.","Ambulatório de Saúde Mental "," Centro de Atenção à Saúde Mental (CASM)","AMB_SAM","AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","36526","41974"," 5448","14.9260274"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","  7"," 0"," 0"," 0"," 0"," 0"," 4"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 0"," 1"," 80","100"," 10","100"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE"," TRUE"," TRUE","FALSE"," 0","-21.755854440640402","-43.355256356797199","#68AB9F","192",37,63,100,100,0.2,0.340540540540541,0.540540540540541,100,40.454684,"#FEF3AB",0.000100421771440048,0.00137551581843191,0.002,0.00199600798403194,0.018578,0.25447,0.369261,0.369261477045908,0.254470426409904,4045.468382,5.04936320460956,0.464159168736836,4045.468382,40.4546838218268,0.0644444444444444,0.0981818181818182,1.7027027027027,2.13432835820896,1.92934782608696
"CRAS_AS_ CRAS Sudeste Costa Carvalho","CRAS_AS_ CRAS Sudeste Costa Carvalho","q177_CRAS...CRAS.Sudeste.Costa.Carvalho","Governamental","Assistência Social","CRAS","CRAS","q177_CRAS...CRAS.Sudeste.Costa.Carvalho","177","CRAS...CRAS.Sudeste.Costa.Carvalho","CRAS "," CRAS Sudeste Costa Carvalho","CRAS_AS","CRAS_AS_ CRAS Sudeste Costa Carvalho"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","39814","41974"," 2160"," 5.9178082"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," 14"," 0"," 3"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 3"," 1"," 2"," 0"," 0"," 0"," 40"," 60"," 60"," 50"," TRUE"," TRUE"," TRUE"," TRUE","FALSE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE"," TRUE"," TRUE"," 1","-21.7633999235922","-43.3335887951133","#FE9E37","177",17,36,53,53,0.0918918918918919,0.194594594594595,0.286486486486487,53,9.005004,"#D43D4E",0.000100351229302559,0.00134770889487871,0.0018,0.0018450184501845,0.018565,0.249326,0.341328,0.341328413284133,0.249326145552561,900.500365,0.889568567082491,0.103319433350503,900.500365,9.00500364648527,0.190130624092888,0.328011611030479,1.92432432432432,2.1865671641791,2.01086956521739
"CRE_SOC_ CREAS Infância e Juventude","CRE_SOC_ CREAS Infância e Juventude","q185_CREAS...CREAS.Infância.e.Juventude","Governamental","Assistência Social","CREAS","CREAS","q185_CREAS...CREAS.Infância.e.Juventude","185","CREAS...CREAS.Infância.e.Juventude","CREAS "," CREAS Infância e Juventude","CRE_SOC","CRE_SOC_ CREAS Infância e Juventude"," TRUE"," TRUE"," TRUE","FALSE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","39814","41974"," 2160"," 5.9178082"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," 18"," 0"," 4"," 0"," 0"," 0"," 0"," 4"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 1"," 1"," 2"," 0"," 0"," 0"," 44"," 30"," 70"," 10"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," 0","-21.762693771903301","-43.342842781783098","#FF7F00","185",23,19,42,42,0.124324324324324,0.102702702702703,0.227027027027027,42,2.553449,"#AB1045",0.000100472219431327,0.00123762376237624,0.0018,0.00183150183150183,0.018587,0.22896,0.338828,0.338827838827839,0.228960396039604,255.344949,0.0362326904244028,0.0292971513005363,255.344949,2.55344949137037,0.222996515679443,0.353077816492451,1.94594594594595,2.09701492537313,2.3695652173913
"CRE_SOC_ CREAS Norte","CRE_SOC_ CREAS Norte","q187_CREAS...CREAS.Norte","Governamental","Assistência Social","CREAS","CREAS","q187_CREAS...CREAS.Norte","187","CREAS...CREAS.Norte","CREAS "," CREAS Norte","CRE_SOC","CRE_SOC_ CREAS Norte"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","39692","41974"," 2282"," 6.2520548"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","  7"," 0"," 2"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 1"," 0"," 0"," 0"," 10"," 10"," 70","  5"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"," 0","-21.724431756917099","-43.397449690669497","#FF7F00","187",19,24,43,43,0.102702702702703,0.12972972972973,0.232432432432432,43,3.220213,"#B01546",0.000100371374084111,0.00112994350282486,0.0018,0.0017921146953405,0.018569,0.20904,0.331541,0.331541218637993,0.209039548022599,322.021315,0.124424363038348,0.0369473029503813,322.021315,3.22021315055325,0.131782945736434,0.172757475083056,2.01081081081081,2.17164179104478,2.78804347826087
"ASS_HOS_ Serviço de Controle e Prevenção e Tratamento do Tabagismo (SECOPTT)","ASS_HOS_ Serviço de Controle e Prevenção e Tratamento do Tabagismo (SECOPTT)","q164_Assistência.Hospitalar...Serviço.de.Controle.e.Prevenção.e.Tratamento.do.Tabagismo..SECOPTT.","Governamental","Saúde","Ambulatório Tabagismo","Assistência Hospitalar","q164_Assistência.Hospitalar...Serviço.de.Controle.e.Prevenção.e.Tratamento.do.Tabagismo..SECOPTT.","164","Assistência.Hospitalar...Serviço.de.Controle.e.Prevenção.e.Tratamento.do.Tabagismo..SECOPTT.","Assistência Hospitalar "," Serviço de Controle e Prevenção e Tratamento do Tabagismo (SECOPTT)","ASS_HOS","ASS_HOS_ Serviço de Controle e Prevenção e Tratamento do Tabagismo (SECOPTT)"," TRUE"," TRUE"," TRUE","FALSE"," TRUE","FALSE"," TRUE"," TRUE","FALSE","FALSE","38412","41974"," 3562"," 9.7589041"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","  4"," 0"," 2"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 30"," 30","100"," 90"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," 2","-21.7598378925227","-43.349337518290902","#B2DF8A","164",13,26,39,39,0.0702702702702703,0.140540540540541,0.210810810810811,39,7.891453,"#D0384D",9.97506234413965e-05,0.00116822429906542,0.0017,0.00165837479270315,0.018454,0.216121,0.306799,0.306799336650083,0.216121495327103,789.145344,0.742281212580433,0.0905430502221595,789.145344,7.89145344045902,0.0188933873144399,0.0330634278002699,2.25405405405405,2.63432835820896,2.6304347826087
"EA_DQCT_ Centro de Recuperação Resgatando Vidas (Escritório)","EA_DQCT_ Centro de Recuperação Resgatando Vidas (Escritório)","q118_Entidades.Assistênciais.e.Dependencia.Química.e.CT...Centro.de.Recuperação.Resgatando.Vidas..Escritório.","Não Governamental","Terceiro Setor","Clínicas e CT","Entidades Assistênciais e Dependencia Química e CT","q118_Entidades.Assistênciais.e.Dependencia.Química.e.CT...Centro.de.Recuperação.Resgatando.Vidas..Escritório.","118","Entidades.Assistênciais.e.Dependencia.Química.e.CT...Centro.de.Recuperação.Resgatando.Vidas..Escritório.","Entidades Assistênciais e Dependencia Química e CT "," Centro de Recuperação Resgatando Vidas (Escritório)","EA_DQCT","EA_DQCT_ Centro de Recuperação Resgatando Vidas (Escritório)"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","36434","41974"," 5540","15.1780822"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE"," TRUE","FALSE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE"," TRUE","  7"," 0"," 2"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 15"," 25","100"," 15"," TRUE"," TRUE","FALSE"," TRUE","FALSE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," TRUE"," 1","-21.7550940045601","-43.354430766908102","#F06C45","118",17,26,43,43,0.0918918918918919,0.140540540540541,0.232432432432432,43,8.40687,"#D0384D",0.000100120144173008,0.00129198966408269,0.0019,0.00186219739292365,0.018522,0.239018,0.344507,0.344506517690875,0.239018087855297,840.686985,0.810454446992421,0.0964567103927193,840.686985,8.40686984607198,0.166112956810631,0.272978959025471,1.8972972972973,2.35820895522388,2.18478260869565
"EA_DQCT_ Comunidade Terapêutica Geração de Adoradores – CTGA","EA_DQCT_ Comunidade Terapêutica Geração de Adoradores – CTGA","q134_Entidades.Assistênciais.e.Dependencia.Química.e.CT...Comunidade.Terapêutica.Geração.de.Adoradores...CTGA","Não Governamental","Terceiro Setor","Clínicas e CT","Entidades Assistênciais e Dependencia Química e CT","q134_Entidades.Assistênciais.e.Dependencia.Química.e.CT...Comunidade.Terapêutica.Geração.de.Adoradores...CTGA","134","Entidades.Assistênciais.e.Dependencia.Química.e.CT...Comunidade.Terapêutica.Geração.de.Adoradores...CTGA","Entidades Assistênciais e Dependencia Química e CT "," Comunidade Terapêutica Geração de Adoradores – CTGA","EA_DQCT","EA_DQCT_ Comunidade Terapêutica Geração de Adoradores – CTGA"," TRUE","FALSE"," TRUE","FALSE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","39356","41974"," 2618"," 7.1726027"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","  6"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 20"," 30","100","  0"," TRUE"," TRUE"," TRUE"," TRUE","FALSE"," TRUE"," TRUE"," TRUE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"," 0"," NA"," NA","#F06C45","134",3,15,18,18,0.0162162162162162,0.0810810810810811,0.0972972972972973,18,0.889949,"#A20643",9.91080277502478e-05,0.00127064803049555,0.0017,0.00171821305841924,0.018335,0.23507,0.317869,0.31786941580756,0.235069885641677,88.994894,-0.183795641501662,0.0102108809463593,88.994894,0.889948940438646,0.300653594771242,0.411764705882353,2.14054054054054,3.11940298507463,2.2554347826087
"EA_DQCT_ Centro de Recuperação Resgatando Vidas","EA_DQCT_ Centro de Recuperação Resgatando Vidas","q136_Entidades.Assistênciais.e.Dependencia.Química.e.CT...Centro.de.Recuperação.Resgatando.Vidas","Não Governamental","Terceiro Setor","Clínicas e CT","Entidades Assistênciais e Dependencia Química e CT","q136_Entidades.Assistênciais.e.Dependencia.Química.e.CT...Centro.de.Recuperação.Resgatando.Vidas","136","Entidades.Assistênciais.e.Dependencia.Química.e.CT...Centro.de.Recuperação.Resgatando.Vidas","Entidades Assistênciais e Dependencia Química e CT "," Centro de Recuperação Resgatando Vidas","EA_DQCT","EA_DQCT_ Centro de Recuperação Resgatando Vidas"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","35704","41974"," 6270","17.1780822"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE"," TRUE"," TRUE","FALSE","FALSE"," 13"," 0"," 3"," 1"," 0"," 0"," 1"," 3"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 2"," 1"," 0"," 70"," 70","100","  0"," TRUE","FALSE","FALSE"," TRUE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE"," TRUE"," 1"," NA"," NA","#F06C45","136",8,4,12,12,0.0432432432432432,0.0216216216216216,0.0648648648648649,12,0.472324,"#9E0142",9.97108385681524e-05,0.00120627261761158,0.0017,0.00169779286926995,0.018447,0.22316,0.314092,0.314091680814941,0.223160434258142,47.2324,-0.239034167824315,0.00541923689701593,47.2324,0.47232399565858,0.333333333333333,0.553030303030303,2.17837837837838,2.66417910447761,2.48369565217391
