"","name","ID","TIPO1","TIPO2","LABEL_COR","V1_LABEL_TIPO","V2_LABEL_ID","V3_LABEL_ID2","V4_LABEL_ID3","V5_LABEL_LABEL","V5_LABEL_NOME","V5_LABEL_TIPO","V5_LABEL_TIPO_NOME","V6_COMUNICACAO_Dispõe.de.meios.de.comunicação","V7_COMUNICACAO_Telefeno.Fixo","V8_COMUNICACAO_Celular.Chamada.de.Voz","V9_COMUNICACAO_Celular.Mensagem.de.Texto","V10_COMUNICACAO_E.mail","V11_COMUNICACAO_Skype.Menssager","V12_COMUNICACAO_Converso.Pessalmente","V13_COMUNICACAO_Comunicação.Institucional..Ofício..Memorando.","V14_COMUNICACAO_Outro","V15_COMUNICACAO_FACEBOOK.REDES.SOCAIS","V16_TEMPO_FUNC_Data_Abertura","V17_TEMPO_FUNC_Data_Pesquisa","V18_TEMPO_FUNC_Idade_Serviço_Dias","V19_TEMPO_FUNC_Idade_em_anos","V20_FUNCIONAMENTO_Segunda","V21_FUNCIONAMENTO_Terça","V22_FUNCIONAMENTO_Quarta","V23_FUNCIONAMENTO_Quinta","V24_FUNCIONAMENTO_Sexta","V25_FUNCIONAMENTO_Sábado","V26_FUNCIONAMENTO_Domingo","V27_FUNCIONAMENTO_Feriados","V28_FUNCIONAMENTO_Segunda....Manhã","V29_FUNCIONAMENTO_Segunda....Tarde","V30_FUNCIONAMENTO_Segunda....Noite","V31_FUNCIONAMENTO_Segunda....Plantão.24h","V32_FUNCIONAMENTO_Terça....Manhã","V33_FUNCIONAMENTO_Terça....Tarde","V34_FUNCIONAMENTO_Terça....Noite","V35_FUNCIONAMENTO_Terça....Plantão.24h","V36_FUNCIONAMENTO_Quarta....Manhã","V37_FUNCIONAMENTO_Quarta....Tarde","V38_FUNCIONAMENTO_Quarta....Noite","V39_FUNCIONAMENTO_Quarta....Plantão.24h","V40_FUNCIONAMENTO_Quinta....Manhã","V41_FUNCIONAMENTO_Quinta....Tarde","V42_FUNCIONAMENTO_Quinta....Noite","V43_FUNCIONAMENTO_Quinta....Plantão.24h","V44_FUNCIONAMENTO_Sexta....Manhã","V45_FUNCIONAMENTO_Sexta....Tarde","V46_FUNCIONAMENTO_Sexta....Noite","V47_FUNCIONAMENTO_Sexta....Plantão.24h","V48_FUNCIONAMENTO_Sábado....Manhã","V49_FUNCIONAMENTO_Sábado....Tarde","V50_FUNCIONAMENTO_Sábado....Noite","V51_FUNCIONAMENTO_Sábado....Plantão.24h","V52_FUNCIONAMENTO_Domingo....Manhã","V53_FUNCIONAMENTO_Domingo....Tarde","V54_FUNCIONAMENTO_Domingo....Noite","V55_FUNCIONAMENTO_Domingo....Plantão.24h","V56_FUNCIONAMENTO_Feriado....Manhã","V57_FUNCIONAMENTO_Feriado....Tarde","V58_FUNCIONAMENTO_Feriado....Noite","V59_FUNCIONAMENTO_Feriado....Plantão.24h","V60_PROFISSIONAIS_Agentes.Comunitários.de.Saúde","V61_PROFISSIONAIS_Assistentes.Sociais","V62_PROFISSIONAIS_Auxiliares.de.Enfermagem","V63_PROFISSIONAIS_Enfermeiros","V64_PROFISSIONAIS_Auxiliares.de.Consultório.Bucal","V65_PROFISSIONAIS_Médicos","V66_PROFISSIONAIS_Psicólogos","V67_PROFISSIONAIS_Fisioterapeutas","V68_PROFISSIONAIS_Terapeutas.Ocupacionais","V69_PROFISSIONAIS_Dentistas","V70_PROFISSIONAIS_Farmacêuticos","V71_PROFISSIONAIS_Administradores","V72_PROFISSIONAIS_Agentes.de.segurança..guardas..rondas.vigilantes.","V73_PROFISSIONAIS_Educadores.Físicos","V74_PROFISSIONAIS_Assistentes.de.Recursos.Comunitários","V75_PROFISSIONAIS_Auxiliares.de.almoxarifado","V76_PROFISSIONAIS_Educadores.Sociais","V77_PROFISSIONAIS_Pedagogos","V78_PROFISSIONAIS_Auxiliares.administrativos","V79_PROFISSIONAIS_Recepcionistas","V80_PROFISSIONAIS_Serviços.gerais","V81_PROFISSIONAIS_Cozinheiros","V82_PROFISSIONAIS_Motoristas","V83_PROFISSIONAIS_Porteiros","V84_PROFISSIONAIS_Outros","V85_PROFISSIONAIS_TOTAL_Profissionais","V86_PROFISSIONAIS_X1...Agentes.Comunitários.de.Saúde","V87_PROFISSIONAIS_X2...Assistentes.Sociais","V88_PROFISSIONAIS_X3...Auxiliares.de.Enfermagem","V89_PROFISSIONAIS_X4...Enfermeiros","V90_PROFISSIONAIS_X5...Auxiliares.de.Consultório.Bucal","V91_PROFISSIONAIS_X6...Médicos","V92_PROFISSIONAIS_X7...Psicólogos","V93_PROFISSIONAIS_X8...Fisioterapeutas","V94_PROFISSIONAIS_X9...Terapeutas.Ocupacionais","V95_PROFISSIONAIS_X10...Dentistas","V96_PROFISSIONAIS_X11...Farmacêuticos","V97_PROFISSIONAIS_X12...Administradores","V98_PROFISSIONAIS_X13...Agentes.de.segurança..guardas..rondas.vigilantes.","V99_PROFISSIONAIS_X14...Educadores.Físicos","V100_PROFISSIONAIS_X15...Assistentes.de.Recursos.Comunitários","V101_PROFISSIONAIS_X16...Auxiliares.de.almoxarifado","V102_PROFISSIONAIS_X17...Educadores.Sociais","V103_PROFISSIONAIS_X18...Pedagogos","V104_PROFISSIONAIS_X19...Auxiliares.administrativos","V105_PROFISSIONAIS_X20...Recepcionistas","V106_PROFISSIONAIS_X21...Serviços.gerais","V107_PROFISSIONAIS_X22...Cozinheiros","V108_PROFISSIONAIS_X23...Motoristas","V109_PROFISSIONAIS_X24...Porteiros","V110_PACIENTES_Média.atende.dia.típico.","V111_PACIENTES_Média.capacidade.de.atender.","V112_PACIENTES_Porcentagem.tem.problemas.com.drogas..","V113_PACIENTES_Porcentagem.tem.outros.problemas.de.saúde.mental..","V114_RELACOES_UAPS.RURAL","V115_RELACOES_UAPS.URBANA","V116_RELACOES_Ajuda.Mútua","V117_RELACOES_Entidades.Assistênciais.e.Dependencia.Química.e.CT","V118_RELACOES_Residência.Terapeutica","V119_RELACOES_Entidades.Socioassistenciais","V120_RELACOES_Assistência.Hospitalar","V121_RELACOES_CAPS","V122_RELACOES_CRAS","V123_RELACOES_CREAS","V124_RELACOES_Acolhimento.Institucional","V125_RELACOES_Urgência.Emergência","V126_RELACOES_Ambulatório.de.Saúde.Mental","V127_RELACOES_Centro.de.Convivência","V128_RELACOES_Consultório.na.Rua","V129_RELACOES_OUTRO.SERVIÇO.NAO.LISTADO","V130_RELACOES_NÚMERO.SERVIÇOS.NÃO.LISTADOS","V131_GEO_kml_latitude","V132_GEO_kml_longitude","color","NumberID","var1_indegree","var1_outdegree","var1_totaldegree","var1_strength","var1_indegree_n","var1_outdegree_n","var1_totaldegree_n","var1_centr_degree","var1_color_degree","var1_vertex_color_degree","var1_incloseness","var1_outcloseness","var1_totalcloseness","var1_allcloseness","var1_incloseness_n","var1_outcloseness_n","var1_totalcloseness_n","var1_allcloseness_n","var1_centr_closeness","var1_betweenness","var1_with_CAPS_betweenness_zscore","var1_with_CAPS_betweenness_norm","var1_betweenness_w","var1_centr_betweenness","var1_transitivity_local","var1_transitivity_barrat","var1_sp_all","var1_sp_in","var1_sp_out"
"ASS_HOS_ Hospital de Pronto Socorro – HPS","ASS_HOS_ Hospital de Pronto Socorro – HPS","q163_Assistência.Hospitalar...Hospital.de.Pronto.Socorro...HPS","Governamental","Saúde","Pronto Socorro","Assistência Hospitalar","q163_Assistência.Hospitalar...Hospital.de.Pronto.Socorro...HPS","163","Assistência.Hospitalar...Hospital.de.Pronto.Socorro...HPS","Assistência Hospitalar "," Hospital de Pronto Socorro – HPS","ASS_HOS","ASS_HOS_ Hospital de Pronto Socorro – HPS"," TRUE"," TRUE"," TRUE","FALSE"," TRUE","FALSE"," TRUE"," TRUE","FALSE","FALSE","31809","41974","10165","27.8493151"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE"," TRUE"," TRUE"," TRUE","FALSE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," TRUE"," TRUE","FALSE","FALSE"," TRUE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," 50"," 0"," 1","16"," 4"," 0"," 9"," 2"," 0"," 0"," 0"," 1"," 1","14"," 0"," 0"," 1"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 28"," 36"," 60","100"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE"," 0"," NA"," NA","#6A3D9A","163",61,74,135,135,0.327956989247312,0.397849462365591,0.725806451612903,135,51.345588,"#FEE28E",9.8755678451511e-05,0.000362844702467344,0.0021,0.00214132762312634,0.018369,0.067489,0.398287,0.398286937901499,0.067489114658926,5134.558829,4.88309546504039,0.408633277888549,5134.558829,51.3455882884143,0.0520729684908789,0.0874516307352128,1.50537634408602,1.6044776119403,1.86781609195402
"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)","AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)","q192_Ambulatório.de.Saúde.Mental...Centro.de.Atenção.à.Saúde.Mental..CASM.","Governamental","Saúde","Ambulatório de Saúde Mental","Ambulatório de Saúde Mental","q192_Ambulatório.de.Saúde.Mental...Centro.de.Atenção.à.Saúde.Mental..CASM.","192","Ambulatório.de.Saúde.Mental...Centro.de.Atenção.à.Saúde.Mental..CASM.","Ambulatório de Saúde Mental "," Centro de Atenção à Saúde Mental (CASM)","AMB_SAM","AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","36526","41974"," 5448","14.9260274"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","  7"," 0"," 0"," 0"," 0"," 0"," 4"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 0"," 1"," 80","100"," 10","100"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE"," TRUE"," TRUE","FALSE"," 0","-21.755854440640402","-43.355256356797199","#68AB9F","192",33,6,39,39,0.17741935483871,0.032258064516129,0.209677419354839,39,10.183805,"#C62E4B",9.83574309039048e-05,0.000348918353105373,0.0018,0.00180505415162455,0.018294,0.064899,0.33574,0.335740072202166,0.0648988136775994,1018.380462,0.806045685545729,0.0810476927393122,1018.380462,10.1838046159943,0.172739541160594,0.269230769230769,1.97311827956989,1.91044776119403,2.5
"CAPS_AD","CAPS_AD","q170_CAPS...CAPS.AD","Governamental","Saúde","CAPSAD","CAPS","q170_CAPS...CAPS.AD","170","CAPS...CAPS.AD","CAPS "," CAPS AD","CAPS_AD","CAPS_AD"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","39203","41974"," 2771"," 7.5917808"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE"," TRUE"," TRUE"," TRUE","FALSE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE","FALSE"," 44"," 0"," 2","18"," 7"," 0"," 2"," 5"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 3"," 2"," 0"," 0"," 4","235","120","100"," 50"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE"," 0"," NA"," NA","#969D62","170",94,93,187,187,0.505376344086022,0.5,1.00537634408602,187,125.651999,"#5E4FA2",9.91276764472641e-05,0.000368188512518409,0.0022,0.0021978021978022,0.018438,0.068483,0.408791,0.408791208791209,0.0684830633284242,12565.199916,12.2431005241354,1,12565.199916,125.651999158294,0.0327755735725375,0.0683686964521879,1.44086021505376,1.32089552238806,1.63793103448276
"CRAS_AS_ CRAS Sudeste Costa Carvalho","CRAS_AS_ CRAS Sudeste Costa Carvalho","q177_CRAS...CRAS.Sudeste.Costa.Carvalho","Governamental","Assistência Social","CRAS","CRAS","q177_CRAS...CRAS.Sudeste.Costa.Carvalho","177","CRAS...CRAS.Sudeste.Costa.Carvalho","CRAS "," CRAS Sudeste Costa Carvalho","CRAS_AS","CRAS_AS_ CRAS Sudeste Costa Carvalho"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","39814","41974"," 2160"," 5.9178082"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," 14"," 0"," 3"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 3"," 1"," 2"," 0"," 0"," 0"," 40"," 60"," 60"," 50"," TRUE"," TRUE"," TRUE"," TRUE","FALSE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE"," TRUE"," TRUE"," 1","-21.7633999235922","-43.3335887951133","#FE9E37","177",12,34,46,46,0.0645161290322581,0.182795698924731,0.247311827956989,46,8.187604,"#C1284A",9.80103891012447e-05,0.000359324469996407,0.0018,0.00179533213644524,0.01823,0.066834,0.333932,0.333931777378815,0.0668343514193317,818.760417,0.608323238196313,0.0651609542604591,818.760417,8.18760417271229,0.161352657004831,0.285024154589372,1.98924731182796,2.17910447761194,2.02298850574713
"CRE_SOC_ CREAS Infância e Juventude","CRE_SOC_ CREAS Infância e Juventude","q185_CREAS...CREAS.Infância.e.Juventude","Governamental","Assistência Social","CREAS","CREAS","q185_CREAS...CREAS.Infância.e.Juventude","185","CREAS...CREAS.Infância.e.Juventude","CREAS "," CREAS Infância e Juventude","CRE_SOC","CRE_SOC_ CREAS Infância e Juventude"," TRUE"," TRUE"," TRUE","FALSE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","39814","41974"," 2160"," 5.9178082"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," 18"," 0"," 4"," 0"," 0"," 0"," 0"," 4"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 1"," 1"," 2"," 0"," 0"," 0"," 44"," 30"," 70"," 10"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," 0","-21.762693771903301","-43.342842781783098","#FF7F00","185",16,20,36,36,0.0860215053763441,0.10752688172043,0.193548387096774,36,1.248305,"#A30643",9.8116169544741e-05,0.000351864883884588,0.0018,0.00177935943060498,0.01825,0.065447,0.330961,0.330960854092527,0.0654468684025334,124.830468,-0.0790101796743014,0.00993461853647439,124.830468,1.24830467660455,0.247619047619048,0.411111111111111,2.01612903225806,2.09701492537313,2.36206896551724
"CRE_SOC_ CREAS Norte","CRE_SOC_ CREAS Norte","q187_CREAS...CREAS.Norte","Governamental","Assistência Social","CREAS","CREAS","q187_CREAS...CREAS.Norte","187","CREAS...CREAS.Norte","CREAS "," CREAS Norte","CRE_SOC","CRE_SOC_ CREAS Norte"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","39692","41974"," 2282"," 6.2520548"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","  7"," 0"," 2"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 1"," 0"," 0"," 0"," 10"," 10"," 70","  5"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"," 0","-21.724431756917099","-43.397449690669497","#FF7F00","187",12,20,32,32,0.0645161290322581,0.10752688172043,0.172043010752688,32,1.167776,"#A30643",9.80199960792002e-05,0.000337268128161889,0.0017,0.00168350168350168,0.018232,0.062732,0.313131,0.313131313131313,0.0627318718381113,116.777622,-0.0869864749368736,0.00929373370743591,116.777622,1.16777621685659,0.0887096774193548,0.151209677419355,2.18817204301075,2.17164179104478,3.06896551724138
"ASS_HOS_ Serviço de Controle e Prevenção e Tratamento do Tabagismo (SECOPTT)","ASS_HOS_ Serviço de Controle e Prevenção e Tratamento do Tabagismo (SECOPTT)","q164_Assistência.Hospitalar...Serviço.de.Controle.e.Prevenção.e.Tratamento.do.Tabagismo..SECOPTT.","Governamental","Saúde","Ambulatório Tabagismo","Assistência Hospitalar","q164_Assistência.Hospitalar...Serviço.de.Controle.e.Prevenção.e.Tratamento.do.Tabagismo..SECOPTT.","164","Assistência.Hospitalar...Serviço.de.Controle.e.Prevenção.e.Tratamento.do.Tabagismo..SECOPTT.","Assistência Hospitalar "," Serviço de Controle e Prevenção e Tratamento do Tabagismo (SECOPTT)","ASS_HOS","ASS_HOS_ Serviço de Controle e Prevenção e Tratamento do Tabagismo (SECOPTT)"," TRUE"," TRUE"," TRUE","FALSE"," TRUE","FALSE"," TRUE"," TRUE","FALSE","FALSE","38412","41974"," 3562"," 9.7589041"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","  4"," 0"," 2"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 30"," 30","100"," 90"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," 2","-21.7598378925227","-43.349337518290902","#B2DF8A","164",9,27,36,36,0.0483870967741935,0.145161290322581,0.193548387096774,36,1.636831,"#A30643",9.79911807937286e-05,0.000352609308885755,0.0017,0.00169779286926995,0.018226,0.065585,0.315789,0.315789473684211,0.0655853314527503,163.683117,-0.0405268658052565,0.0130267021690258,163.683117,1.63683117417852,0.0619047619047619,0.166666666666667,2.16129032258065,2.19402985074627,2.32758620689655
"EA_DQCT_ Centro de Recuperação Resgatando Vidas (Escritório)","EA_DQCT_ Centro de Recuperação Resgatando Vidas (Escritório)","q118_Entidades.Assistênciais.e.Dependencia.Química.e.CT...Centro.de.Recuperação.Resgatando.Vidas..Escritório.","Não Governamental","Terceiro Setor","Clínicas e CT","Entidades Assistênciais e Dependencia Química e CT","q118_Entidades.Assistênciais.e.Dependencia.Química.e.CT...Centro.de.Recuperação.Resgatando.Vidas..Escritório.","118","Entidades.Assistênciais.e.Dependencia.Química.e.CT...Centro.de.Recuperação.Resgatando.Vidas..Escritório.","Entidades Assistênciais e Dependencia Química e CT "," Centro de Recuperação Resgatando Vidas (Escritório)","EA_DQCT","EA_DQCT_ Centro de Recuperação Resgatando Vidas (Escritório)"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","36434","41974"," 5540","15.1780822"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE"," TRUE","FALSE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE"," TRUE","  7"," 0"," 2"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 15"," 25","100"," 15"," TRUE"," TRUE","FALSE"," TRUE","FALSE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," TRUE"," 1","-21.7550940045601","-43.354430766908102","#F06C45","118",10,27,37,37,0.0537634408602151,0.145161290322581,0.198924731182796,37,7.572807,"#BC2249",9.73046608932568e-05,0.000355871886120996,0.0019,0.00185528756957328,0.018099,0.066192,0.345083,0.345083487940631,0.0661921708185053,757.280698,0.547427948331838,0.0602680978466336,757.280698,7.57280697694122,0.183183183183183,0.262012012012012,1.89247311827957,2.73134328358209,2.17816091954023
"EA_DQCT_ Comunidade Terapêutica Geração de Adoradores – CTGA","EA_DQCT_ Comunidade Terapêutica Geração de Adoradores – CTGA","q134_Entidades.Assistênciais.e.Dependencia.Química.e.CT...Comunidade.Terapêutica.Geração.de.Adoradores...CTGA","Não Governamental","Terceiro Setor","Clínicas e CT","Entidades Assistênciais e Dependencia Química e CT","q134_Entidades.Assistênciais.e.Dependencia.Química.e.CT...Comunidade.Terapêutica.Geração.de.Adoradores...CTGA","134","Entidades.Assistênciais.e.Dependencia.Química.e.CT...Comunidade.Terapêutica.Geração.de.Adoradores...CTGA","Entidades Assistênciais e Dependencia Química e CT "," Comunidade Terapêutica Geração de Adoradores – CTGA","EA_DQCT","EA_DQCT_ Comunidade Terapêutica Geração de Adoradores – CTGA"," TRUE","FALSE"," TRUE","FALSE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","39356","41974"," 2618"," 7.1726027"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","  6"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 20"," 30","100","  0"," TRUE"," TRUE"," TRUE"," TRUE","FALSE"," TRUE"," TRUE"," TRUE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"," 0"," NA"," NA","#F06C45","134",2,3,5,5,0.010752688172043,0.0161290322580645,0.0268817204301075,5,0.075325,"#9E0142",9.61168781237985e-05,0.000348068221371389,0.0016,0.00163934426229508,0.017878,0.064741,0.304918,0.304918032786885,0.0647406891750783,7.53254,-0.195193067986824,0.000599476335462707,7.53254,0.0753253968253968,0.7,1,2.2741935483871,3.67910447761194,2.54022988505747
