"","name","ID","TIPO1","TIPO2","LABEL_COR","V1_LABEL_TIPO","V2_LABEL_ID","V3_LABEL_ID2","V4_LABEL_ID3","V5_LABEL_LABEL","V5_LABEL_NOME","V5_LABEL_TIPO","V5_LABEL_TIPO_NOME","V6_COMUNICACAO_Dispõe.de.meios.de.comunicação","V7_COMUNICACAO_Telefeno.Fixo","V8_COMUNICACAO_Celular.Chamada.de.Voz","V9_COMUNICACAO_Celular.Mensagem.de.Texto","V10_COMUNICACAO_E.mail","V11_COMUNICACAO_Skype.Menssager","V12_COMUNICACAO_Converso.Pessalmente","V13_COMUNICACAO_Comunicação.Institucional..Ofício..Memorando.","V14_COMUNICACAO_Outro","V15_COMUNICACAO_FACEBOOK.REDES.SOCAIS","V16_TEMPO_FUNC_Data_Abertura","V17_TEMPO_FUNC_Data_Pesquisa","V18_TEMPO_FUNC_Idade_Serviço_Dias","V19_TEMPO_FUNC_Idade_em_anos","V20_FUNCIONAMENTO_Segunda","V21_FUNCIONAMENTO_Terça","V22_FUNCIONAMENTO_Quarta","V23_FUNCIONAMENTO_Quinta","V24_FUNCIONAMENTO_Sexta","V25_FUNCIONAMENTO_Sábado","V26_FUNCIONAMENTO_Domingo","V27_FUNCIONAMENTO_Feriados","V28_FUNCIONAMENTO_Segunda....Manhã","V29_FUNCIONAMENTO_Segunda....Tarde","V30_FUNCIONAMENTO_Segunda....Noite","V31_FUNCIONAMENTO_Segunda....Plantão.24h","V32_FUNCIONAMENTO_Terça....Manhã","V33_FUNCIONAMENTO_Terça....Tarde","V34_FUNCIONAMENTO_Terça....Noite","V35_FUNCIONAMENTO_Terça....Plantão.24h","V36_FUNCIONAMENTO_Quarta....Manhã","V37_FUNCIONAMENTO_Quarta....Tarde","V38_FUNCIONAMENTO_Quarta....Noite","V39_FUNCIONAMENTO_Quarta....Plantão.24h","V40_FUNCIONAMENTO_Quinta....Manhã","V41_FUNCIONAMENTO_Quinta....Tarde","V42_FUNCIONAMENTO_Quinta....Noite","V43_FUNCIONAMENTO_Quinta....Plantão.24h","V44_FUNCIONAMENTO_Sexta....Manhã","V45_FUNCIONAMENTO_Sexta....Tarde","V46_FUNCIONAMENTO_Sexta....Noite","V47_FUNCIONAMENTO_Sexta....Plantão.24h","V48_FUNCIONAMENTO_Sábado....Manhã","V49_FUNCIONAMENTO_Sábado....Tarde","V50_FUNCIONAMENTO_Sábado....Noite","V51_FUNCIONAMENTO_Sábado....Plantão.24h","V52_FUNCIONAMENTO_Domingo....Manhã","V53_FUNCIONAMENTO_Domingo....Tarde","V54_FUNCIONAMENTO_Domingo....Noite","V55_FUNCIONAMENTO_Domingo....Plantão.24h","V56_FUNCIONAMENTO_Feriado....Manhã","V57_FUNCIONAMENTO_Feriado....Tarde","V58_FUNCIONAMENTO_Feriado....Noite","V59_FUNCIONAMENTO_Feriado....Plantão.24h","V60_PROFISSIONAIS_Agentes.Comunitários.de.Saúde","V61_PROFISSIONAIS_Assistentes.Sociais","V62_PROFISSIONAIS_Auxiliares.de.Enfermagem","V63_PROFISSIONAIS_Enfermeiros","V64_PROFISSIONAIS_Auxiliares.de.Consultório.Bucal","V65_PROFISSIONAIS_Médicos","V66_PROFISSIONAIS_Psicólogos","V67_PROFISSIONAIS_Fisioterapeutas","V68_PROFISSIONAIS_Terapeutas.Ocupacionais","V69_PROFISSIONAIS_Dentistas","V70_PROFISSIONAIS_Farmacêuticos","V71_PROFISSIONAIS_Administradores","V72_PROFISSIONAIS_Agentes.de.segurança..guardas..rondas.vigilantes.","V73_PROFISSIONAIS_Educadores.Físicos","V74_PROFISSIONAIS_Assistentes.de.Recursos.Comunitários","V75_PROFISSIONAIS_Auxiliares.de.almoxarifado","V76_PROFISSIONAIS_Educadores.Sociais","V77_PROFISSIONAIS_Pedagogos","V78_PROFISSIONAIS_Auxiliares.administrativos","V79_PROFISSIONAIS_Recepcionistas","V80_PROFISSIONAIS_Serviços.gerais","V81_PROFISSIONAIS_Cozinheiros","V82_PROFISSIONAIS_Motoristas","V83_PROFISSIONAIS_Porteiros","V84_PROFISSIONAIS_Outros","V85_PROFISSIONAIS_TOTAL_Profissionais","V86_PROFISSIONAIS_X1...Agentes.Comunitários.de.Saúde","V87_PROFISSIONAIS_X2...Assistentes.Sociais","V88_PROFISSIONAIS_X3...Auxiliares.de.Enfermagem","V89_PROFISSIONAIS_X4...Enfermeiros","V90_PROFISSIONAIS_X5...Auxiliares.de.Consultório.Bucal","V91_PROFISSIONAIS_X6...Médicos","V92_PROFISSIONAIS_X7...Psicólogos","V93_PROFISSIONAIS_X8...Fisioterapeutas","V94_PROFISSIONAIS_X9...Terapeutas.Ocupacionais","V95_PROFISSIONAIS_X10...Dentistas","V96_PROFISSIONAIS_X11...Farmacêuticos","V97_PROFISSIONAIS_X12...Administradores","V98_PROFISSIONAIS_X13...Agentes.de.segurança..guardas..rondas.vigilantes.","V99_PROFISSIONAIS_X14...Educadores.Físicos","V100_PROFISSIONAIS_X15...Assistentes.de.Recursos.Comunitários","V101_PROFISSIONAIS_X16...Auxiliares.de.almoxarifado","V102_PROFISSIONAIS_X17...Educadores.Sociais","V103_PROFISSIONAIS_X18...Pedagogos","V104_PROFISSIONAIS_X19...Auxiliares.administrativos","V105_PROFISSIONAIS_X20...Recepcionistas","V106_PROFISSIONAIS_X21...Serviços.gerais","V107_PROFISSIONAIS_X22...Cozinheiros","V108_PROFISSIONAIS_X23...Motoristas","V109_PROFISSIONAIS_X24...Porteiros","V110_PACIENTES_Média.atende.dia.típico.","V111_PACIENTES_Média.capacidade.de.atender.","V112_PACIENTES_Porcentagem.tem.problemas.com.drogas..","V113_PACIENTES_Porcentagem.tem.outros.problemas.de.saúde.mental..","V114_RELACOES_UAPS.RURAL","V115_RELACOES_UAPS.URBANA","V116_RELACOES_Ajuda.Mútua","V117_RELACOES_Entidades.Assistênciais.e.Dependencia.Química.e.CT","V118_RELACOES_Residência.Terapeutica","V119_RELACOES_Entidades.Socioassistenciais","V120_RELACOES_Assistência.Hospitalar","V121_RELACOES_CAPS","V122_RELACOES_CRAS","V123_RELACOES_CREAS","V124_RELACOES_Acolhimento.Institucional","V125_RELACOES_Urgência.Emergência","V126_RELACOES_Ambulatório.de.Saúde.Mental","V127_RELACOES_Centro.de.Convivência","V128_RELACOES_Consultório.na.Rua","V129_RELACOES_OUTRO.SERVIÇO.NAO.LISTADO","V130_RELACOES_NÚMERO.SERVIÇOS.NÃO.LISTADOS","V131_GEO_kml_latitude","V132_GEO_kml_longitude","color","NumberID","x2_indegree","x2_outdegree","x2_totaldegree","x2_strength","x2_indegree_n","x2_outdegree_n","x2_totaldegree_n","x2_centr_degree","x2_color_degree","x2_vertex_color_degree","x2_incloseness","x2_outcloseness","x2_totalcloseness","x2_allcloseness","x2_incloseness_n","x2_outcloseness_n","x2_totalcloseness_n","x2_allcloseness_n","x2_centr_closeness","x2_betweenness","x2_with_CAPS_betweenness_zscore","x2_with_CAPS_betweenness_norm","x2_betweenness_w","x2_centr_betweenness","x2_transitivity_local","x2_transitivity_barrat","x2_sp_all","x2_sp_in","x2_sp_out"
"ASS_HOS_ Hospital de Pronto Socorro – HPS","ASS_HOS_ Hospital de Pronto Socorro – HPS","q163_Assistência.Hospitalar...Hospital.de.Pronto.Socorro...HPS","Governamental","Saúde","Pronto Socorro","Assistência Hospitalar","q163_Assistência.Hospitalar...Hospital.de.Pronto.Socorro...HPS","163","Assistência.Hospitalar...Hospital.de.Pronto.Socorro...HPS","Assistência Hospitalar "," Hospital de Pronto Socorro – HPS","ASS_HOS","ASS_HOS_ Hospital de Pronto Socorro – HPS"," TRUE"," TRUE"," TRUE","FALSE"," TRUE","FALSE"," TRUE"," TRUE","FALSE","FALSE","31809","41974","10165","27.8493151"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE"," TRUE"," TRUE"," TRUE","FALSE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," TRUE"," TRUE","FALSE","FALSE"," TRUE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," 50"," 0"," 1","16"," 4"," 0"," 9"," 2"," 0"," 0"," 0"," 1"," 1","14"," 0"," 0"," 1"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 28"," 36"," 60","100"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE"," 0"," NA"," NA","#6A3D9A","163",70,89,159,159,0.376344086021505,0.478494623655914,0.854838709677419,159,49.640666,"#FEE08B",0.000132872707945788,0.00199600798403194,0.0038,0.00377358490566038,0.024714,0.371257,0.701887,0.70188679245283,0.37125748502994,4964.066647,4.74721885398531,0.403178340890554,4964.066647,49.6406664721736,0.0625746357774063,0.120452193296712,1.41711229946524,1.57432432432432,1.68817204301075
"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)","AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)","q192_Ambulatório.de.Saúde.Mental...Centro.de.Atenção.à.Saúde.Mental..CASM.","Governamental","Saúde","Ambulatório de Saúde Mental","Ambulatório de Saúde Mental","q192_Ambulatório.de.Saúde.Mental...Centro.de.Atenção.à.Saúde.Mental..CASM.","192","Ambulatório.de.Saúde.Mental...Centro.de.Atenção.à.Saúde.Mental..CASM.","Ambulatório de Saúde Mental "," Centro de Atenção à Saúde Mental (CASM)","AMB_SAM","AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","36526","41974"," 5448","14.9260274"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","  7"," 0"," 0"," 0"," 0"," 0"," 4"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 0"," 1"," 80","100"," 10","100"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE"," TRUE"," TRUE","FALSE"," 0","-21.755854440640402","-43.355256356797199","#68AB9F","192",38,64,102,102,0.204301075268817,0.344086021505376,0.548387096774194,102,25.761904,"#F47245",0.000132048065495841,0.0018450184501845,0.0032,0.00316455696202532,0.024561,0.343173,0.588608,0.588607594936709,0.343173431734317,2576.190423,2.35743004850282,0.209236550276976,2576.190423,25.7619042304043,0.073772083090662,0.130168899242865,1.68983957219251,1.89189189189189,1.90860215053763
"CAPS_AD","CAPS_AD","q170_CAPS...CAPS.AD","Governamental","Saúde","CAPSAD","CAPS","q170_CAPS...CAPS.AD","170","CAPS...CAPS.AD","CAPS "," CAPS AD","CAPS_AD","CAPS_AD"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","39203","41974"," 2771"," 7.5917808"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE"," TRUE"," TRUE"," TRUE","FALSE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE","FALSE"," 44"," 0"," 2","18"," 7"," 0"," 2"," 5"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 3"," 2"," 0"," 0"," 4","235","120","100"," 50"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE"," 0"," NA"," NA","#969D62","170",106,105,211,211,0.56989247311828,0.564516129032258,1.13440860215054,211,123.123346,"#5E4FA2",0.000133636242148871,0.00210526315789474,0.004,0.00396825396825397,0.024856,0.391579,0.738095,0.738095238095238,0.391578947368421,12312.334626,12.1013724652152,1,12312.334626,123.12334626134,0.0376890092529903,0.0855111712931618,1.3475935828877,1.28378378378378,1.54838709677419
"CRAS_AS_ CRAS Sudeste Costa Carvalho","CRAS_AS_ CRAS Sudeste Costa Carvalho","q177_CRAS...CRAS.Sudeste.Costa.Carvalho","Governamental","Assistência Social","CRAS","CRAS","q177_CRAS...CRAS.Sudeste.Costa.Carvalho","177","CRAS...CRAS.Sudeste.Costa.Carvalho","CRAS "," CRAS Sudeste Costa Carvalho","CRAS_AS","CRAS_AS_ CRAS Sudeste Costa Carvalho"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","39814","41974"," 2160"," 5.9178082"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," 14"," 0"," 3"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 3"," 1"," 2"," 0"," 0"," 0"," 40"," 60"," 60"," 50"," TRUE"," TRUE"," TRUE"," TRUE","FALSE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE"," TRUE"," TRUE"," 1","-21.7633999235922","-43.3335887951133","#FE9E37","177",18,37,55,55,0.0967741935483871,0.198924731182796,0.295698924731183,55,7.18117,"#BC2349",0.000131752305665349,0.0017921146953405,0.0028,0.00279329608938547,0.024506,0.333333,0.519553,0.519553072625698,0.333333333333333,718.116964,0.497868356212053,0.0583250038123192,718.116964,7.18116964299748,0.200673400673401,0.377777777777778,1.9144385026738,2.00675675675676,1.99462365591398
"CRE_SOC_ CREAS Infância e Juventude","CRE_SOC_ CREAS Infância e Juventude","q185_CREAS...CREAS.Infância.e.Juventude","Governamental","Assistência Social","CREAS","CREAS","q185_CREAS...CREAS.Infância.e.Juventude","185","CREAS...CREAS.Infância.e.Juventude","CREAS "," CREAS Infância e Juventude","CRE_SOC","CRE_SOC_ CREAS Infância e Juventude"," TRUE"," TRUE"," TRUE","FALSE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","39814","41974"," 2160"," 5.9178082"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," 18"," 0"," 4"," 0"," 0"," 0"," 0"," 4"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 1"," 1"," 2"," 0"," 0"," 0"," 44"," 30"," 70"," 10"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," 0","-21.762693771903301","-43.342842781783098","#FF7F00","185",24,20,44,44,0.129032258064516,0.10752688172043,0.236559139784946,44,1.313329,"#A20543",0.000131873928524331,0.00163132137030995,0.0028,0.00277008310249307,0.024529,0.303426,0.515235,0.515235457063712,0.303425774877651,131.332877,-0.0893857184563763,0.0106667728736566,131.332877,1.31332877392201,0.242071881606765,0.437632135306554,1.93048128342246,1.95945945945946,2.29032258064516
"CRE_SOC_ CREAS Norte","CRE_SOC_ CREAS Norte","q187_CREAS...CREAS.Norte","Governamental","Assistência Social","CREAS","CREAS","q187_CREAS...CREAS.Norte","187","CREAS...CREAS.Norte","CREAS "," CREAS Norte","CRE_SOC","CRE_SOC_ CREAS Norte"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","39692","41974"," 2282"," 6.2520548"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","  7"," 0"," 2"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 1"," 0"," 0"," 0"," 10"," 10"," 70","  5"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"," 0","-21.724431756917099","-43.397449690669497","#FF7F00","187",20,25,45,45,0.10752688172043,0.134408602150538,0.241935483870968,45,1.521493,"#A20543",0.000131769666622743,0.00159235668789809,0.0027,0.00269541778975741,0.024509,0.296178,0.501348,0.501347708894879,0.296178343949045,152.149287,-0.0685526354479943,0.0123574684754511,152.149287,1.52149286735385,0.156565656565657,0.266666666666667,1.98395721925134,2,2.37096774193548
"ASS_HOS_ Serviço de Controle e Prevenção e Tratamento do Tabagismo (SECOPTT)","ASS_HOS_ Serviço de Controle e Prevenção e Tratamento do Tabagismo (SECOPTT)","q164_Assistência.Hospitalar...Serviço.de.Controle.e.Prevenção.e.Tratamento.do.Tabagismo..SECOPTT.","Governamental","Saúde","Ambulatório Tabagismo","Assistência Hospitalar","q164_Assistência.Hospitalar...Serviço.de.Controle.e.Prevenção.e.Tratamento.do.Tabagismo..SECOPTT.","164","Assistência.Hospitalar...Serviço.de.Controle.e.Prevenção.e.Tratamento.do.Tabagismo..SECOPTT.","Assistência Hospitalar "," Serviço de Controle e Prevenção e Tratamento do Tabagismo (SECOPTT)","ASS_HOS","ASS_HOS_ Serviço de Controle e Prevenção e Tratamento do Tabagismo (SECOPTT)"," TRUE"," TRUE"," TRUE","FALSE"," TRUE","FALSE"," TRUE"," TRUE","FALSE","FALSE","38412","41974"," 3562"," 9.7589041"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","  4"," 0"," 2"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 30"," 30","100"," 90"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," 2","-21.7598378925227","-43.349337518290902","#B2DF8A","164",14,27,41,41,0.0752688172043011,0.145161290322581,0.220430107526882,41,1.812813,"#A20543",0.000131406044678055,0.00163398692810457,0.0026,0.00261780104712042,0.024442,0.303922,0.486911,0.486910994764398,0.303921568627451,181.281337,-0.0393972519858923,0.0147235550776201,181.281337,1.81281336687049,0.0548780487804878,0.148780487804878,2.0427807486631,2.14189189189189,2.28494623655914
"EA_DQCT_ Centro de Recuperação Resgatando Vidas (Escritório)","EA_DQCT_ Centro de Recuperação Resgatando Vidas (Escritório)","q118_Entidades.Assistênciais.e.Dependencia.Química.e.CT...Centro.de.Recuperação.Resgatando.Vidas..Escritório.","Não Governamental","Terceiro Setor","Clínicas e CT","Entidades Assistênciais e Dependencia Química e CT","q118_Entidades.Assistênciais.e.Dependencia.Química.e.CT...Centro.de.Recuperação.Resgatando.Vidas..Escritório.","118","Entidades.Assistênciais.e.Dependencia.Química.e.CT...Centro.de.Recuperação.Resgatando.Vidas..Escritório.","Entidades Assistênciais e Dependencia Química e CT "," Centro de Recuperação Resgatando Vidas (Escritório)","EA_DQCT","EA_DQCT_ Centro de Recuperação Resgatando Vidas (Escritório)"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","36434","41974"," 5540","15.1780822"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE","FALSE","FALSE"," TRUE"," TRUE"," TRUE","FALSE"," TRUE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE"," TRUE","  7"," 0"," 2"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 15"," 25","100"," 15"," TRUE"," TRUE","FALSE"," TRUE","FALSE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE"," TRUE"," 1","-21.7550940045601","-43.354430766908102","#F06C45","118",18,27,45,45,0.0967741935483871,0.145161290322581,0.241935483870968,45,8.124295,"#C1284A",0.000131717597471022,0.00170940170940171,0.0029,0.00285714285714286,0.024499,0.317949,0.531429,0.531428571428571,0.317948717948718,812.429522,0.592256454330164,0.0659850098846721,812.429522,8.12429521787277,0.181818181818182,0.334343434343434,1.8716577540107,2.02027027027027,2.13978494623656
"EA_DQCT_ Comunidade Terapêutica Geração de Adoradores – CTGA","EA_DQCT_ Comunidade Terapêutica Geração de Adoradores – CTGA","q134_Entidades.Assistênciais.e.Dependencia.Química.e.CT...Comunidade.Terapêutica.Geração.de.Adoradores...CTGA","Não Governamental","Terceiro Setor","Clínicas e CT","Entidades Assistênciais e Dependencia Química e CT","q134_Entidades.Assistênciais.e.Dependencia.Química.e.CT...Comunidade.Terapêutica.Geração.de.Adoradores...CTGA","134","Entidades.Assistênciais.e.Dependencia.Química.e.CT...Comunidade.Terapêutica.Geração.de.Adoradores...CTGA","Entidades Assistênciais e Dependencia Química e CT "," Comunidade Terapêutica Geração de Adoradores – CTGA","EA_DQCT","EA_DQCT_ Comunidade Terapêutica Geração de Adoradores – CTGA"," TRUE","FALSE"," TRUE","FALSE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","39356","41974"," 2618"," 7.1726027"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"," TRUE","  6"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 20"," 30","100","  0"," TRUE"," TRUE"," TRUE"," TRUE","FALSE"," TRUE"," TRUE"," TRUE","FALSE","FALSE"," TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"," 0"," NA"," NA","#F06C45","134",3,16,19,19,0.0161290322580645,0.0860215053763441,0.102150537634409,19,0.340081,"#9E0142",0.000129466597617815,0.001669449081803,0.0025,0.00253164556962025,0.024081,0.310518,0.470886,0.470886075949367,0.310517529215359,34.008126,-0.186788422205635,0.00276211839858421,34.008126,0.340081256304082,0.362573099415205,0.532163742690059,2.11229946524064,2.91216216216216,2.21505376344086
